Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,is_job_hopper,abs_raise,manager_share,dissatisfaction_score,burnout_risk,distance_x_overtime,life_stage
33,0,Travel_Rarely,392.0,Sales,2.0,4.0,Medical,4.0,Male,93.0,3.0,2.0,Sales Executive,4.0,Divorced,3921.0,1.0,No,14.0,3.0,3.0,2.0,6.0,5.0,3.0,6.0,2.0,0.0,4.0,0,77070.0,0.6666666666666666,6.0,0,0.0,Mid_Career_Family
32,0,Travel_Rarely,977.0,Research & Development,2.0,3.0,Medical,4.0,Male,45.0,3.0,2.0,Research Scientist,2.0,Divorced,25518.0,0.0,No,13.0,3.0,3.0,2.0,10.0,4.0,2.0,9.0,5.0,1.0,6.0,0,71110.0,0.6666666666666666,9.0,0,0.0,Mid_Career_Family
31,0,Travel_Rarely,1112.0,Sales,5.0,4.0,Life Sciences,1.0,Female,67.0,3.0,2.0,Sales Executive,4.0,Married,22589.0,1.0,No,11.0,3.0,1.0,2.0,10.0,2.0,3.0,10.0,0.0,0.0,2.0,0,60236.0,0.2,11.0,0,0.0,Mid_Career_Family
49,0,Travel_Rarely,464.0,Research & Development,16.0,3.0,Medical,4.0,Female,74.0,3.0,1.0,Laboratory Technician,1.0,Divorced,24941.0,4.0,Yes,16.0,3.0,2.0,1.0,17.0,2.0,2.0,2.0,2.0,2.0,2.0,0,41392.0,1.0,11.0,1,16.0,Senior
38,0,Travel_Frequently,148.0,Research & Development,2.0,3.0,Medical,4.0,Female,42.0,2.0,1.0,Laboratory Technician,2.0,Single,23826.0,1.0,No,22.0,4.0,2.0,0.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,0,53680.0,0.75,9.0,0,0.0,Other
47,0,Travel_Rarely,1225.0,Sales,2.0,4.0,Life Sciences,2.0,Female,47.0,4.0,4.0,Manager,2.0,Divorced,21086.0,6.0,No,14.0,3.0,3.0,3.0,29.0,2.0,3.0,3.0,2.0,1.0,2.0,0,223608.0,0.6666666666666666,10.0,0,0.0,Senior
49,0,Travel_Rarely,809.0,Research & Development,1.0,3.0,Life Sciences,3.0,Male,36.0,3.0,4.0,Manager,3.0,Single,22384.0,4.0,No,14.0,3.0,1.0,0.0,23.0,2.0,3.0,8.0,7.0,0.0,0.0,0,215306.0,0.0,10.0,0,0.0,Senior
41,0,Travel_Rarely,1206.0,Sales,23.0,2.0,Life Sciences,4.0,Male,80.0,3.0,3.0,Sales Executive,3.0,Single,11591.0,3.0,Yes,16.0,3.0,4.0,0.0,21.0,2.0,3.0,2.0,0.0,0.0,2.0,0,113312.0,1.0,6.0,0,23.0,Other
20,0,Travel_Rarely,727.0,Sales,9.0,1.0,Life Sciences,4.0,Male,54.0,3.0,1.0,Sales Representative,1.0,Single,21082.0,1.0,No,11.0,3.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,0.0,2.0,0,30008.0,1.0,11.0,0,0.0,Young_Single
33,0,Non-Travel,530.0,Sales,16.0,3.0,Life Sciences,3.0,Female,36.0,3.0,2.0,Sales Executive,4.0,Divorced,16130.0,1.0,Yes,25.0,4.0,3.0,1.0,7.0,2.0,3.0,6.0,5.0,1.0,2.0,0,134200.0,0.3333333333333333,7.0,0,16.0,Mid_Career_Family
36,0,Travel_Rarely,1351.0,Research & Development,26.0,4.0,Life Sciences,1.0,Male,80.0,3.0,2.0,Healthcare Representative,3.0,Married,7419.0,6.0,No,14.0,3.0,2.0,2.0,10.0,2.0,2.0,3.0,2.0,0.0,2.0,1,74858.0,0.6666666666666666,12.0,0,0.0,Mid_Career_Family
44,0,Travel_Rarely,528.0,Human Resources,1.0,3.0,Life Sciences,3.0,Female,44.0,3.0,1.0,Human Resources,4.0,Divorced,4167.0,4.0,Yes,18.0,3.0,1.0,3.0,8.0,2.0,3.0,2.0,2.0,2.0,2.0,1,57510.0,1.0,9.0,1,1.0,Mid_Career_Family
23,1,Travel_Rarely,1320.0,Research & Development,8.0,1.0,Medical,4.0,Male,93.0,2.0,1.0,Laboratory Technician,3.0,Single,20586.0,1.0,Yes,11.0,3.0,1.0,0.0,5.0,2.0,3.0,5.0,4.0,1.0,2.0,0,43879.0,0.4,9.0,1,8.0,Young_Single
38,0,Travel_Rarely,1495.0,Research & Development,4.0,2.0,Medical,4.0,Female,87.0,3.0,1.0,Laboratory Technician,3.0,Married,26176.0,7.0,No,19.0,3.0,4.0,1.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,1,62814.0,,7.0,0,0.0,Mid_Career_Family
53,0,Travel_Rarely,1395.0,Research & Development,24.0,4.0,Medical,2.0,Male,48.0,4.0,3.0,Healthcare Representative,4.0,Married,3458.0,3.0,No,15.0,3.0,3.0,0.0,11.0,2.0,3.0,4.0,3.0,1.0,2.0,0,105075.0,0.5,8.0,0,0.0,Senior
48,1,Travel_Frequently,708.0,Sales,7.0,2.0,Medical,4.0,Female,95.0,3.0,1.0,Sales Representative,3.0,Married,11740.0,2.0,Yes,11.0,3.0,3.0,2.0,19.0,3.0,3.0,9.0,7.0,7.0,7.0,0,29205.0,0.7777777777777778,7.0,0,7.0,Senior
32,1,Travel_Rarely,1259.0,Research & Development,2.0,4.0,Life Sciences,4.0,Male,95.0,3.0,1.0,Laboratory Technician,2.0,Single,24852.0,1.0,No,12.0,3.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0,16716.0,0.0,10.0,0,0.0,Other
26,0,Non-Travel,786.0,Research & Development,7.0,3.0,Medical,4.0,Male,76.0,3.0,1.0,Laboratory Technician,4.0,Single,11925.0,1.0,No,20.0,4.0,3.0,0.0,7.0,5.0,3.0,7.0,7.0,5.0,7.0,0,51400.0,1.0,6.0,0,0.0,Young_Single
55,0,Travel_Rarely,1441.0,Research & Development,22.0,3.0,Technical Degree,1.0,Male,94.0,2.0,1.0,Research Scientist,2.0,Divorced,23737.0,5.0,No,12.0,3.0,4.0,1.0,8.0,1.0,3.0,4.0,2.0,1.0,2.0,1,42444.0,0.5,10.0,0,0.0,Senior
34,0,Travel_Rarely,1157.0,Research & Development,5.0,2.0,Medical,2.0,Male,57.0,2.0,2.0,Laboratory Technician,4.0,Married,11912.0,1.0,No,14.0,3.0,3.0,1.0,15.0,3.0,4.0,15.0,10.0,4.0,13.0,0,55804.0,0.8666666666666667,7.0,0,0.0,Mid_Career_Family
60,0,Travel_Rarely,370.0,Research & Development,1.0,4.0,Medical,3.0,Male,92.0,1.0,3.0,Healthcare Representative,4.0,Divorced,20467.0,3.0,No,20.0,4.0,3.0,1.0,19.0,2.0,4.0,1.0,0.0,0.0,0.0,0,217660.0,0.0,6.0,0,0.0,Senior
33,0,Travel_Rarely,267.0,Research & Development,21.0,3.0,Medical,2.0,Male,79.0,4.0,1.0,Laboratory Technician,2.0,Married,13637.0,1.0,No,18.0,3.0,4.0,3.0,14.0,6.0,3.0,14.0,11.0,2.0,13.0,0,36504.0,0.9285714285714286,9.0,0,0.0,Mid_Career_Family
37,0,Travel_Frequently,1278.0,Sales,1.0,4.0,Medical,3.0,Male,31.0,1.0,2.0,Sales Executive,4.0,Divorced,7677.0,1.0,No,14.0,3.0,3.0,2.0,6.0,2.0,2.0,6.0,3.0,1.0,3.0,0,133350.0,0.5,8.0,0,0.0,Mid_Career_Family
34,0,Travel_Rarely,678.0,Research & Development,19.0,3.0,Life Sciences,2.0,Female,35.0,2.0,1.0,Research Scientist,4.0,Married,20338.0,1.0,No,12.0,3.0,2.0,0.0,10.0,3.0,3.0,10.0,9.0,8.0,7.0,0,35148.0,0.7,9.0,0,0.0,Mid_Career_Family
23,1,Travel_Rarely,427.0,Sales,7.0,3.0,Life Sciences,3.0,Male,99.0,3.0,1.0,Sales Representative,4.0,Divorced,25103.0,1.0,Yes,21.0,4.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,0.0,2.0,0,47775.0,0.6666666666666666,8.0,0,7.0,Other
44,0,Travel_Rarely,921.0,Research & Development,2.0,3.0,Life Sciences,3.0,Female,96.0,4.0,3.0,Healthcare Representative,4.0,Married,14810.0,1.0,Yes,19.0,3.0,2.0,1.0,9.0,2.0,3.0,8.0,7.0,6.0,7.0,0,149701.0,0.875,8.0,0,2.0,Mid_Career_Family
35,0,Travel_Frequently,146.0,Research & Development,2.0,4.0,Medical,1.0,Male,79.0,2.0,1.0,Research Scientist,4.0,Single,13970.0,0.0,Yes,14.0,3.0,3.0,0.0,6.0,2.0,4.0,5.0,4.0,1.0,4.0,0,69020.0,0.8,8.0,0,2.0,Other
43,0,Travel_Rarely,1179.0,Sales,2.0,3.0,Medical,4.0,Male,73.0,3.0,2.0,Sales Executive,4.0,Married,6069.0,1.0,Yes,17.0,3.0,1.0,1.0,10.0,3.0,3.0,10.0,9.0,8.0,8.0,0,133399.0,0.8,8.0,0,2.0,Mid_Career_Family
24,0,Travel_Rarely,581.0,Research & Development,9.0,3.0,Medical,3.0,Male,62.0,4.0,1.0,Research Scientist,3.0,Married,17616.0,1.0,No,16.0,3.0,4.0,1.0,5.0,1.0,3.0,5.0,3.0,0.0,4.0,0,70416.0,0.8,7.0,0,0.0,Other
41,0,Travel_Rarely,918.0,Sales,6.0,3.0,Marketing,4.0,Male,35.0,3.0,3.0,Sales Executive,3.0,Single,15869.0,1.0,No,12.0,3.0,2.0,0.0,10.0,3.0,3.0,10.0,8.0,8.0,7.0,0,110892.0,0.7,8.0,0,0.0,Other
29,0,Travel_Rarely,1082.0,Research & Development,9.0,4.0,Medical,4.0,Female,43.0,3.0,1.0,Laboratory Technician,3.0,Married,25412.0,9.0,No,17.0,3.0,3.0,1.0,9.0,2.0,3.0,5.0,3.0,1.0,2.0,1,50558.0,0.4,7.0,0,0.0,Other
36,0,Travel_Rarely,530.0,Sales,2.0,4.0,Life Sciences,3.0,Female,51.0,3.0,2.0,Sales Representative,4.0,Single,7439.0,3.0,No,15.0,3.0,3.0,0.0,17.0,2.0,2.0,13.0,7.0,6.0,7.0,0,67530.0,0.5384615384615384,8.0,0,0.0,Other
45,0,Non-Travel,1238.0,Research & Development,1.0,1.0,Life Sciences,3.0,Male,74.0,2.0,3.0,Healthcare Representative,3.0,Married,3395.0,3.0,No,23.0,4.0,4.0,1.0,25.0,3.0,2.0,23.0,15.0,14.0,4.0,0,247204.0,0.17391304347826086,8.0,0,0.0,Senior
24,1,Travel_Rarely,240.0,Human Resources,22.0,1.0,Human Resources,4.0,Male,58.0,1.0,1.0,Human Resources,3.0,Married,11585.0,1.0,No,11.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0,17105.0,0.0,7.0,0,0.0,Other
47,1,Travel_Frequently,1093.0,Sales,9.0,3.0,Life Sciences,3.0,Male,82.0,1.0,4.0,Sales Executive,3.0,Married,24164.0,7.0,No,11.0,3.0,3.0,0.0,25.0,3.0,1.0,23.0,5.0,14.0,10.0,0,142296.0,0.43478260869565216,10.0,0,0.0,Senior
26,0,Travel_Rarely,390.0,Research & Development,17.0,4.0,Medical,4.0,Male,62.0,1.0,1.0,Laboratory Technician,3.0,Married,6217.0,1.0,No,15.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,0.0,2.0,0,34575.0,0.6666666666666666,6.0,0,0.0,Other
45,0,Travel_Rarely,1005.0,Research & Development,28.0,2.0,Technical Degree,4.0,Female,48.0,2.0,4.0,Research Director,2.0,Single,17119.0,1.0,No,11.0,3.0,3.0,0.0,21.0,2.0,3.0,21.0,6.0,8.0,6.0,0,183744.0,0.2857142857142857,8.0,0,0.0,Senior
32,0,Travel_Frequently,585.0,Research & Development,10.0,3.0,Life Sciences,1.0,Male,56.0,3.0,1.0,Research Scientist,3.0,Married,17360.0,6.0,No,13.0,3.0,1.0,1.0,10.0,3.0,2.0,5.0,2.0,1.0,3.0,1,44629.0,0.6,13.0,0,0.0,Mid_Career_Family
31,0,Travel_Rarely,741.0,Research & Development,2.0,4.0,Life Sciences,2.0,Male,69.0,3.0,1.0,Laboratory Technician,3.0,Married,18103.0,1.0,No,14.0,3.0,4.0,1.0,6.0,2.0,4.0,5.0,2.0,0.0,3.0,0,48678.0,0.6,7.0,0,0.0,Mid_Career_Family
41,0,Non-Travel,552.0,Human Resources,4.0,3.0,Human Resources,3.0,Male,60.0,1.0,2.0,Human Resources,2.0,Married,20794.0,6.0,No,19.0,3.0,2.0,1.0,10.0,4.0,3.0,3.0,2.0,1.0,2.0,1,122170.0,0.6666666666666666,10.0,0,0.0,Mid_Career_Family
40,0,Travel_Rarely,369.0,Research & Development,8.0,2.0,Life Sciences,2.0,Female,92.0,3.0,2.0,Manufacturing Director,1.0,Married,5041.0,2.0,Yes,16.0,3.0,2.0,1.0,18.0,3.0,3.0,1.0,0.0,0.0,0.0,0,104256.0,0.0,12.0,1,8.0,Mid_Career_Family
24,0,Travel_Rarely,506.0,Research & Development,29.0,1.0,Medical,2.0,Male,91.0,3.0,1.0,Laboratory Technician,1.0,Divorced,3622.0,1.0,No,13.0,3.0,2.0,3.0,6.0,2.0,4.0,6.0,2.0,1.0,2.0,0,50791.0,0.3333333333333333,11.0,0,0.0,Other
46,0,Travel_Rarely,717.0,Research & Development,13.0,4.0,Life Sciences,3.0,Male,34.0,3.0,2.0,Healthcare Representative,2.0,Single,9697.0,6.0,No,14.0,3.0,4.0,0.0,19.0,3.0,3.0,10.0,7.0,0.0,9.0,0,77868.0,0.9,8.0,0,0.0,Senior
35,0,Travel_Rarely,1370.0,Research & Development,27.0,4.0,Life Sciences,4.0,Male,49.0,3.0,2.0,Manufacturing Director,3.0,Married,5151.0,2.0,No,16.0,3.0,2.0,1.0,17.0,3.0,3.0,7.0,7.0,0.0,7.0,0,110128.0,1.0,8.0,0,0.0,Mid_Career_Family
30,0,Travel_Rarely,793.0,Research & Development,16.0,1.0,Life Sciences,2.0,Male,33.0,3.0,1.0,Research Scientist,4.0,Married,3811.0,1.0,No,12.0,3.0,2.0,1.0,10.0,2.0,2.0,10.0,0.0,0.0,8.0,0,34344.0,0.8,10.0,0,0.0,Mid_Career_Family
47,0,Non-Travel,543.0,Sales,2.0,4.0,Marketing,3.0,Male,87.0,3.0,2.0,Sales Executive,2.0,Married,3536.0,7.0,No,11.0,3.0,4.0,1.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,1,54758.0,0.0,10.0,0,0.0,Senior
46,0,Travel_Rarely,1277.0,Sales,2.0,3.0,Life Sciences,3.0,Male,74.0,3.0,3.0,Sales Executive,4.0,Divorced,5596.0,4.0,Yes,12.0,3.0,2.0,1.0,13.0,5.0,2.0,10.0,6.0,0.0,3.0,1,124416.0,0.3,9.0,1,2.0,Senior
36,1,Travel_Rarely,1456.0,Sales,13.0,5.0,Marketing,2.0,Male,96.0,2.0,2.0,Sales Executive,1.0,Divorced,8658.0,5.0,Yes,13.0,3.0,2.0,3.0,16.0,3.0,3.0,2.0,2.0,2.0,2.0,0,79742.0,1.0,12.0,1,13.0,Mid_Career_Family
32,1,Travel_Rarely,964.0,Sales,1.0,2.0,Life Sciences,1.0,Male,34.0,1.0,2.0,Sales Executive,2.0,Single,12147.0,6.0,No,15.0,3.0,2.0,0.0,10.0,2.0,3.0,0.0,0.0,0.0,0.0,1,101025.0,,12.0,0,0.0,Other
23,0,Travel_Rarely,160.0,Research & Development,4.0,1.0,Medical,3.0,Female,51.0,3.0,1.0,Laboratory Technician,2.0,Single,12862.0,1.0,No,13.0,3.0,3.0,0.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,0,42835.0,0.6666666666666666,11.0,0,0.0,Young_Single
31,0,Travel_Frequently,163.0,Research & Development,24.0,1.0,Technical Degree,4.0,Female,30.0,3.0,2.0,Manufacturing Director,4.0,Single,6670.0,2.0,No,20.0,4.0,4.0,0.0,9.0,3.0,2.0,5.0,4.0,1.0,4.0,0,104760.0,0.8,6.0,0,0.0,Other
39,0,Non-Travel,792.0,Research & Development,1.0,3.0,Life Sciences,4.0,Male,77.0,3.0,2.0,Laboratory Technician,4.0,Married,8989.0,1.0,Yes,15.0,3.0,4.0,1.0,9.0,2.0,3.0,9.0,8.0,5.0,8.0,0,97080.0,0.8888888888888888,5.0,0,1.0,Mid_Career_Family
32,0,Travel_Rarely,371.0,Sales,19.0,3.0,Life Sciences,4.0,Male,80.0,1.0,3.0,Sales Executive,3.0,Married,3840.0,3.0,No,13.0,3.0,3.0,1.0,10.0,2.0,1.0,4.0,3.0,0.0,2.0,0,124930.0,0.5,9.0,0,0.0,Mid_Career_Family
40,0,Travel_Rarely,611.0,Sales,7.0,4.0,Medical,2.0,Male,88.0,3.0,5.0,Manager,2.0,Single,4349.0,1.0,No,14.0,3.0,2.0,0.0,21.0,3.0,2.0,21.0,8.0,12.0,8.0,0,277662.0,0.38095238095238093,12.0,0,0.0,Other
45,0,Travel_Rarely,176.0,Human Resources,4.0,3.0,Life Sciences,3.0,Female,56.0,1.0,3.0,Human Resources,3.0,Married,6595.0,4.0,No,21.0,4.0,3.0,2.0,9.0,2.0,4.0,5.0,0.0,0.0,3.0,1,204876.0,0.6,7.0,0,0.0,Senior
30,0,Travel_Frequently,1312.0,Research & Development,2.0,4.0,Technical Degree,4.0,Female,78.0,2.0,1.0,Research Scientist,1.0,Single,26427.0,0.0,No,16.0,3.0,4.0,0.0,10.0,2.0,3.0,9.0,7.0,0.0,7.0,0,79488.0,0.7777777777777778,8.0,0,0.0,Other
24,0,Travel_Frequently,897.0,Human Resources,10.0,3.0,Medical,1.0,Male,59.0,3.0,1.0,Human Resources,4.0,Married,2097.0,0.0,No,14.0,3.0,4.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,0,30030.0,0.5,8.0,0,0.0,Other
30,1,Travel_Frequently,600.0,Human Resources,8.0,3.0,Human Resources,3.0,Female,66.0,2.0,1.0,Human Resources,4.0,Divorced,9732.0,6.0,No,11.0,3.0,3.0,1.0,6.0,0.0,2.0,4.0,2.0,1.0,2.0,1,23980.0,0.5,8.0,0,0.0,Mid_Career_Family
31,0,Travel_Rarely,1003.0,Sales,5.0,3.0,Technical Degree,1.0,Male,51.0,3.0,2.0,Sales Executive,3.0,Married,20943.0,1.0,No,19.0,3.0,3.0,1.0,6.0,3.0,3.0,5.0,2.0,0.0,2.0,0,158574.0,0.4,10.0,0,0.0,Mid_Career_Family
27,0,Travel_Rarely,1054.0,Research & Development,8.0,3.0,Medical,3.0,Female,67.0,3.0,1.0,Research Scientist,4.0,Single,6152.0,1.0,No,11.0,3.0,3.0,0.0,6.0,5.0,2.0,6.0,2.0,1.0,4.0,0,37895.0,0.6666666666666666,8.0,0,0.0,Young_Single
29,1,Travel_Rarely,428.0,Sales,9.0,3.0,Marketing,2.0,Female,52.0,1.0,1.0,Sales Representative,2.0,Single,14630.0,1.0,No,13.0,3.0,3.0,0.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,0,35880.0,1.0,10.0,0,0.0,Young_Single
29,0,Travel_Frequently,461.0,Research & Development,1.0,3.0,Life Sciences,4.0,Male,70.0,4.0,2.0,Healthcare Representative,3.0,Single,23060.0,8.0,Yes,12.0,3.0,4.0,0.0,10.0,5.0,4.0,3.0,2.0,0.0,2.0,1,75528.0,0.6666666666666666,5.0,0,1.0,Young_Single
30,0,Travel_Rarely,979.0,Sales,15.0,2.0,Marketing,3.0,Male,94.0,2.0,3.0,Sales Executive,1.0,Divorced,3088.0,2.0,No,11.0,3.0,1.0,1.0,12.0,2.0,3.0,7.0,7.0,1.0,7.0,0,78540.0,1.0,12.0,0,0.0,Mid_Career_Family
34,0,Travel_Rarely,181.0,Research & Development,2.0,4.0,Medical,4.0,Male,97.0,4.0,1.0,Research Scientist,4.0,Married,5586.0,0.0,Yes,14.0,3.0,1.0,3.0,6.0,3.0,3.0,5.0,0.0,1.0,2.0,0,41048.0,0.4,8.0,0,2.0,Mid_Career_Family
33,0,Non-Travel,1283.0,Sales,2.0,3.0,Marketing,4.0,Female,62.0,3.0,2.0,Sales Executive,2.0,Single,10697.0,8.0,No,15.0,3.0,4.0,0.0,13.0,2.0,2.0,11.0,7.0,1.0,7.0,1,77205.0,0.6363636363636364,8.0,0,0.0,Other
49,0,Travel_Rarely,1313.0,Sales,11.0,4.0,Marketing,4.0,Female,80.0,3.0,2.0,Sales Executive,4.0,Single,8191.0,3.0,No,12.0,3.0,3.0,0.0,8.0,1.0,4.0,5.0,1.0,0.0,4.0,0,54084.0,0.8,5.0,0,0.0,Senior
33,1,Travel_Rarely,211.0,Sales,16.0,3.0,Life Sciences,1.0,Female,74.0,3.0,3.0,Sales Executive,1.0,Single,10092.0,2.0,Yes,20.0,4.0,3.0,0.0,11.0,2.0,2.0,0.0,0.0,0.0,0.0,0,171280.0,,13.0,1,16.0,Other
38,0,Travel_Frequently,594.0,Research & Development,2.0,2.0,Medical,3.0,Female,75.0,2.0,1.0,Laboratory Technician,2.0,Married,15963.0,4.0,No,14.0,3.0,2.0,1.0,9.0,4.0,2.0,6.0,1.0,0.0,5.0,1,34552.0,0.8333333333333334,11.0,0,0.0,Mid_Career_Family
31,1,Travel_Rarely,1079.0,Sales,16.0,4.0,Marketing,1.0,Male,70.0,3.0,3.0,Sales Executive,3.0,Married,19002.0,2.0,No,13.0,3.0,1.0,3.0,10.0,2.0,3.0,1.0,0.0,0.0,0.0,0,106093.0,0.0,12.0,0,0.0,Mid_Career_Family
29,0,Travel_Rarely,590.0,Research & Development,4.0,3.0,Technical Degree,4.0,Female,91.0,2.0,1.0,Research Scientist,1.0,Divorced,10007.0,1.0,No,13.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0,27417.0,0.0,9.0,0,0.0,Other
30,0,Travel_Rarely,305.0,Research & Development,16.0,3.0,Life Sciences,3.0,Male,58.0,4.0,2.0,Healthcare Representative,3.0,Married,9128.0,3.0,No,16.0,3.0,3.0,1.0,10.0,3.0,3.0,7.0,0.0,1.0,7.0,0,84704.0,1.0,8.0,0,0.0,Mid_Career_Family
32,0,Non-Travel,953.0,Research & Development,5.0,4.0,Technical Degree,2.0,Male,65.0,3.0,1.0,Research Scientist,2.0,Single,17674.0,2.0,No,14.0,3.0,2.0,0.0,12.0,3.0,3.0,7.0,7.0,0.0,7.0,0,38052.0,1.0,11.0,0,0.0,Other
38,0,Travel_Rarely,833.0,Research & Development,18.0,3.0,Medical,2.0,Male,60.0,1.0,2.0,Healthcare Representative,4.0,Married,24539.0,3.0,Yes,16.0,3.0,3.0,1.0,15.0,2.0,3.0,1.0,0.0,1.0,0.0,0,92976.0,0.0,8.0,0,18.0,Mid_Career_Family
43,1,Travel_Frequently,807.0,Research & Development,17.0,3.0,Technical Degree,3.0,Male,38.0,2.0,1.0,Research Scientist,3.0,Married,15587.0,9.0,Yes,16.0,3.0,4.0,1.0,6.0,4.0,3.0,1.0,0.0,0.0,0.0,1,38992.0,0.0,7.0,0,17.0,Mid_Career_Family
42,0,Travel_Rarely,855.0,Research & Development,12.0,3.0,Medical,2.0,Male,57.0,3.0,1.0,Laboratory Technician,2.0,Divorced,8952.0,8.0,No,22.0,4.0,2.0,3.0,7.0,6.0,2.0,5.0,3.0,0.0,4.0,1,60852.0,0.8,12.0,0,0.0,Mid_Career_Family
55,0,Travel_Rarely,478.0,Research & Development,2.0,3.0,Medical,3.0,Male,60.0,2.0,5.0,Research Director,1.0,Married,19805.0,8.0,No,12.0,3.0,2.0,3.0,34.0,2.0,3.0,1.0,0.0,0.0,0.0,0,228456.0,0.0,11.0,0,0.0,Senior
33,0,Non-Travel,775.0,Research & Development,4.0,3.0,Technical Degree,4.0,Male,90.0,3.0,2.0,Research Scientist,2.0,Divorced,6194.0,5.0,No,15.0,3.0,4.0,2.0,11.0,2.0,2.0,9.0,8.0,1.0,7.0,1,45825.0,0.7777777777777778,8.0,0,0.0,Mid_Career_Family
41,0,Travel_Rarely,548.0,Research & Development,9.0,4.0,Life Sciences,3.0,Male,94.0,3.0,1.0,Laboratory Technician,1.0,Divorced,20520.0,1.0,No,20.0,4.0,2.0,2.0,5.0,2.0,3.0,5.0,3.0,0.0,4.0,0,45780.0,0.8,11.0,0,0.0,Mid_Career_Family
34,0,Non-Travel,1375.0,Sales,10.0,3.0,Life Sciences,4.0,Male,87.0,3.0,2.0,Sales Executive,3.0,Divorced,12313.0,1.0,Yes,14.0,3.0,3.0,1.0,15.0,3.0,3.0,15.0,14.0,0.0,7.0,0,56014.0,0.4666666666666667,7.0,0,10.0,Mid_Career_Family
53,0,Non-Travel,661.0,Research & Development,1.0,4.0,Medical,1.0,Female,60.0,2.0,4.0,Manufacturing Director,3.0,Married,22308.0,4.0,Yes,20.0,4.0,4.0,3.0,27.0,2.0,2.0,3.0,2.0,0.0,2.0,0,259300.0,0.6666666666666666,10.0,1,1.0,Senior
43,0,Travel_Rarely,244.0,Human Resources,2.0,3.0,Life Sciences,2.0,Male,97.0,3.0,1.0,Human Resources,4.0,Single,5033.0,0.0,No,13.0,3.0,2.0,0.0,10.0,5.0,3.0,9.0,7.0,1.0,8.0,0,46007.0,0.8888888888888888,9.0,0,0.0,Other
34,0,Travel_Rarely,511.0,Sales,3.0,2.0,Life Sciences,4.0,Female,32.0,1.0,2.0,Sales Executive,4.0,Single,25353.0,5.0,No,12.0,3.0,1.0,0.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0,1,72348.0,1.0,8.0,0,0.0,Other
21,1,Travel_Rarely,337.0,Sales,7.0,1.0,Marketing,2.0,Male,31.0,3.0,1.0,Sales Representative,2.0,Single,4567.0,1.0,No,13.0,3.0,2.0,0.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,0,34827.0,0.0,11.0,0,0.0,Young_Single
38,0,Travel_Rarely,1153.0,Research & Development,6.0,2.0,Other,4.0,Female,40.0,2.0,1.0,Laboratory Technician,3.0,Married,16376.0,1.0,No,11.0,3.0,2.0,1.0,5.0,3.0,3.0,5.0,4.0,0.0,4.0,0,40722.0,0.8,8.0,0,0.0,Mid_Career_Family
22,1,Travel_Rarely,1294.0,Research & Development,8.0,1.0,Medical,3.0,Female,79.0,3.0,1.0,Laboratory Technician,1.0,Married,15999.0,1.0,Yes,17.0,3.0,3.0,0.0,1.0,6.0,3.0,1.0,0.0,0.0,0.0,0,40766.0,0.0,10.0,1,8.0,Other
31,0,Travel_Rarely,196.0,Sales,29.0,4.0,Marketing,1.0,Female,91.0,2.0,2.0,Sales Executive,4.0,Married,13402.0,1.0,No,14.0,3.0,1.0,2.0,13.0,3.0,3.0,12.0,7.0,5.0,7.0,0,76552.0,0.5833333333333334,11.0,0,0.0,Mid_Career_Family
51,0,Travel_Rarely,942.0,Research & Development,3.0,3.0,Technical Degree,1.0,Female,53.0,3.0,3.0,Manager,3.0,Married,22984.0,2.0,No,11.0,3.0,4.0,0.0,15.0,2.0,3.0,2.0,2.0,2.0,2.0,0,144276.0,1.0,9.0,0,0.0,Senior
37,0,Travel_Rarely,589.0,Sales,9.0,2.0,Marketing,2.0,Male,46.0,2.0,2.0,Sales Executive,2.0,Married,8800.0,1.0,No,14.0,3.0,1.0,2.0,5.0,2.0,3.0,5.0,2.0,0.0,3.0,0,58646.0,0.6,12.0,0,0.0,Mid_Career_Family
